axieId,currentPrice,breedCount,owner,basePrice,endedPrice,duration
11275942,0.01280,5,SARAFIN,0.01280,0.00000,0
11902719,0.01380,5,Jade | Axie Bob University,0.01380,0.00000,0
11902721,0.01380,5,Javz,0.01380,0.00000,0
11343282,0.03000,1,max24,0.03000,0.00000,0
11341452,0.03000,1,<color=#33FFF0> PrimeTime ,0.03000,0.00000,0
11344040,0.09000,2,Cove,0.09000,0.00000,0
11346454,0.09010,5,Moonfall lover,0.09010,0.00000,0
11336269,0.25000,0,Solo,0.25000,0.00000,0
